NtsbCaseNumber,EventType,EventDate,AircraftDamage,ProbableCause,Latitude,Longitude,char_count,word_count,Category,Country,CountryCode,State
CHI94FA340,Accident,1994-09-20 17:35:00.000000 +00:00,Substantial,"Aircraft control not maintained by the pilot when he began his turn from base leg to final approach.  Factors associated with this accident were the fatigue failure of a propeller blade, improper maintenance overhaul of the propeller, and a material defect in the propeller blade clamp screws.",42.360713,-88.82051,293,47,Maintenance / Inspection Issues,US,US,IL
CHI94LA189,Accident,1994-06-04 09:35:00.000000 +00:00,Substantial,"FAILURE OF THE PILOT TO MAINTAIN CONTROL OF THE AIRCRAFT, WHILE MANEUVERING.  A FACTOR RELATED TO THE ACCIDENT WAS: THE PILOT'S IMPAIRMENT DUE TO USE OF A PRESCRIPTION DRUG THAT WAS NOT APPROVED FOR USE WHILE FLYING.",40.55054,-90.670227,216,37,Pilot Error,US,US,IL
CHI93LA106,Accident,1993-03-08 12:40:00.000000 +00:00,Substantial,THE PILOT'S FAILURE TO MAINTAIN AIRCRAFT CONTROL.,37.77901,-90.419883,49,7,Pilot Error,US,US,MO
FTW94LA209,Accident,1994-06-22 08:00:00.000000 +00:00,Substantial,TOTAL POWER LOSS FOR UNDETERMINED REASONS. A FACTOR WAS UNSUITABLE TERRAIN FOR A FORCED LANDING.,35.259502,-90.549819,96,15,Mechanical Failure,US,US,AR
WPR11CA022,Accident,2010-10-21 16:39:00.000000 +00:00,Substantial,"The pilot's misjudged approach and failure to attain the proper touchdown point, which resulted in a runway overrun.",48.543888,-117.883888,116,18,Pilot Error,US,US,WA
SEA96LA086,Accident,1996-04-13 10:30:00.000000 +00:00,Substantial,the pilot's excessive use of brakes during the landing rollout.,47.570377,-114.72937,63,10,Pilot Error,US,US,MT
ERA24FA072,Accident,2023-12-21 18:14:00.000000 +00:00,Substantial,A loss of engine power for reasons that could not be determined due to significant thermal damage from postimpact fire.,34.18319,-84.028527,119,20,Other,US,US,GA
NYC02LA174,Accident,2002-08-22 21:45:00.000000 +00:00,Substantial,"The pilot's inadequate pre-flight planning, and his inadequate visual lookout while taxing on an off airport road.  A factor related to the accident was the dark night conditions.",38.715278,-77.474723,179,28,Pilot Error,US,US,VA
WPR12CA172,Accident,2012-04-17 16:15:00.000000 +00:00,Substantial,"The pilot’s inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion. Contributing to the accident was the pilot’s distraction and subsequent failure to have the airplane refueled.",46.909999,-117.075279,219,34,Pilot Error,US,US,WA
SEA97FA006,Accident,1996-10-08 03:26:00.000000 +00:00,Substantial,"The pilot's physical impairment of judgment and performance, his decision to fly while impaired, and his subsequent failure to maintain control of the aircraft which led to the aircraft's design stress limits being exceeded and inflight separation of the horizontal stabiliator and right wing.  Contributing to the accident were:  pilot fatigue and self-induced pressure to fly.",47.199768,-120.900444,378,56,Pilot Error,US,US,WA
FTW92LA214,Accident,1992-08-19 09:15:00.000000 +00:00,Substantial,THE PILOT'S SELECTION OF UNSUITABLE TERRAIN FOR TAKEOFF.,29.669633,-91.110671,56,8,Pilot Error,US,US,LA
CEN25LA137,Accident,2025-03-26 10:23:00.000000 +00:00,Substantial,The pilot’s failure to maintain directional control while landing with a crosswind.,31.8693,-95.2174,83,12,Pilot Error,US,US,TX
FTW02LA203,Accident,2002-07-08 12:02:00.000000 +00:00,Substantial,The pilot's misjudgment of distance and altitude.  Contributing factors were the pilot's diverted attention and the runway localizer antenna.,33.194721,-97.198059,141,19,Pilot Error,US,US,TX
DEN90LA096,Accident,1990-04-22 14:03:00.000000 +00:00,Substantial,THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL OF THE AIRPLANE DURING THE LANDING. THE CROSSWIND CONDITION WAS A FACTOR RELATED TO THE ACCIDENT.,39.580451,-104.859443,149,23,Pilot Error,US,US,CO
LAX99LA306,Accident,1999-09-11 18:02:00.000000 +00:00,Substantial,The pilot's failure to maintain an adequate visual lookout during taxi.  Sun glare was a factor in the accident.,41.300632,-120.100608,112,19,Pilot Error,US,US,CA
FTW95LA195,Accident,1995-05-14 13:40:00.000000 +00:00,Substantial,THE PILOT'S USE OF UNSUITABLE TERRAIN FOR TAKEOFF AND HIS DELAY IN INITIATING AN ABORT. FACTORS WERE A SOFT AND WET AIR STRIP.,40.100982,-104.940116,126,23,Pilot Error,US,US,CO
CEN10CA426,Accident,2010-07-22 15:30:00.000000 +00:00,Substantial,The loss of engine power for undetermined reasons.,31.327222,-92.548614,50,8,Mechanical Failure,US,US,LA
ANC09CA054,Accident,2009-06-07 10:00:00.000000 +00:00,Substantial,The pilot's selection of unsuitable terrain for landing.,61.083332,-151.183334,56,8,Pilot Error,US,US,AK
LAX96LA258,Accident,1996-07-02 08:55:00.000000 +00:00,Substantial,"the owner/builder/pilot's impairment of judgment and performance due to drugs which led to his improper handling of the airplane and failure to maintain an adequate airspeed margin above stall speed, resulting in an inadvertent stall/spin. A factor which contributed to the accident was the owner/builder/pilot's use of an inadequate adhesive material in the construction of the airplane which resulted in a portion of the wing root surface skin to debond, separate, and impact a propeller blade, which also separated.",35.609203,-120.760696,518,79,Pilot Error,US,US,CA
LAX04LA141,Accident,2004-02-29 10:15:00.000000 +00:00,Substantial,"a failure of the fuel pump, which induced a total loss of engine power.",34.633335,-120.466667,71,14,Mechanical Failure,US,US,CA
WPR22LA127,Accident,2022-03-24 13:49:00.000000 +00:00,Substantial,The total loss of engine power for undetermined reasons.,37.059517,-113.49787,56,9,Mechanical Failure,US,US,UT
FTW00LA157,Accident,2000-05-30 14:30:00.000000 +00:00,Destroyed,"The pilot's failure to maintain control of the airplane, which resulted in an inadvertent stall/mush.",36.17905,-90.379234,101,15,Pilot Error,US,US,AR
DEN00TA049,Accident,2000-02-07 13:15:00.000000 +00:00,Substantial,"Failure of the pilot in command to maintain directional control, resulting in an inadvertent ground loop.  A factor was the crosswind.",40.409694,-105.06929,134,21,Pilot Error,US,US,CO
ANC92LA103,Accident,1992-07-12 18:30:00.000000 +00:00,Substantial,THE PILOT'S INADVERTENT STALLING OF THE AIRPLANE AND AN INADEQUATE ALTITUDE IN WHICH HE COULD RECOVER.  FACTOR RELATING TO THE ACCIDENT WAS THE WATER IN THE FUEL.,61.619972,-148.979232,162,27,Pilot Error,US,US,AK
ANC94FA070,Accident,1994-06-22 20:15:00.000000 +00:00,Substantial,"VFR FLIGHT BY THE PILOT INTO INSTRUMENT METEOROLOGICAL CONDITIONS (IMC), AND HIS FAILURE TO MAINTAIN ALTITUDE (CLEARANCE) ABOVE THE SURFACE OF THE RIVER.  FACTORS RELATED TO THE ACCIDENT WERE: THE ADVERSE WEATHER CONDITIONS, AND THE SURFACE CONDITION OF THE RIVER (GLASSY WATER).",58.58012,-134.769973,279,42,Pilot Error,US,US,AK
ANC09CA073,Accident,2009-07-23 12:00:00.000000 +00:00,Substantial,"The pilot's failure to maintain clearance from a parked truck during takeoff from a roadway, resulting in a collision with the truck.",63.316665,-142.949996,133,22,Pilot Error,US,US,AK
CEN10LA256,Accident,2010-05-17 18:53:00.000000 +00:00,Substantial,A loss of engine power due to fuel contamination.,29.848333,-98.461387,49,9,Mechanical Failure,US,US,TX
FTW98LA363,Accident,1998-08-18 17:00:00.000000 +00:00,Substantial,The pilot's failure to maintain aircraft control and the ensuing inadvertent stall.,28.40018,-97.740928,83,12,Pilot Error,US,US,TX
DEN07CA094,Accident,2007-05-28 09:15:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control during the take-off roll.  A factor contributing to the accident was the crosswind.,39.117221,-108.517501,135,20,Pilot Error,US,US,CO
FTW91FA109,Accident,1991-06-28 10:50:00.000000 +00:00,Destroyed,THE CONTAMINATION OF THE AIRPLANE'S FUEL SYSTEM AND THE FOREIGN OBJECT BLOCKAGE OF THE VAPOR RETURN ORIFICE WHICH INDUCED THE POWER LOSS. A FACTOR WAS THE LACK OF SUITABLE TERRAIN.,36.330047,-92.370529,180,30,Maintenance / Inspection Issues,US,US,AR
CEN13CA317,Accident,2013-06-04 13:00:00.000000 +00:00,Substantial,The pilot did not maintain control of the airplane during the landing roll.,40.007221,-86.440277,75,13,Pilot Error,US,US,IN
MIA03LA075,Accident,2003-03-13 19:00:00.000000 +00:00,Substantial,"the pilot's failure to maintain directional control during the landing roll, which resulted in the airplane departing the left side of the runway, and impacting with a ditch.  Factors in this accident were; the pilot did not follow the  procedures, and deactivate the yaw damper.",18.137777,-65.800552,279,45,Pilot Error,PR,PR,PR
NYC05CA073,Accident,2005-04-17 12:15:00.000000 +00:00,Substantial,"The pilot's failure to obtain the proper touchdown point, and his failure to initiate a go-around, which resulted in an overrun during landing.  A factor in the accident was the tail wind.",41.162498,-82.202774,188,32,Pilot Error,US,US,OH
CEN14LA316,Accident,2014-06-23 21:00:00.000000 +00:00,Substantial,"The noncertificated pilot’s improper decision to operate the powered-parachute at low altitude through mist in a confined area while he was impaired by multiple sedating medications, which resulted in his loss of control of the parachute and subsequent impact with water.",41.391109,-88.786941,271,41,Pilot Error,US,US,IL
CHI91DEM02,Accident,1990-12-11 17:30:00.000000 +00:00,Substantial,THE PILOT-IN-COMMAND'S NOT MAINTAINING SUFFICIENT AIRSPEED AND ENTERING INTO AN INADVERTENT STALL. FACTORS RELATED TO THIS ACCIDENT WERE FUEL STARVATION AND THE PILOT-IN-COMMAND'S NOT SELECTING A PROPER FUEL TANK SELECTOR POSITION.,43.289291,-86.28926,231,31,Pilot Error,US,US,MI
WPR13GA338,Accident,2013-07-22 22:20:00.000000 +00:00,Substantial,The premature hoisting operation and the inadvertent disengagement of the hoist hook on the rescuer’s harness in dark night conditions. Contributing to the accident was a lack of direct audio communication between the rescuer and the hoist operator.,36.278331,-115.670829,249,38,Air Traffic Control / Operational Factors,US,US,NV
WPR14LA263,Accident,2014-06-22 14:30:00.000000 +00:00,Substantial,"The pilot’s exceedance of the glider’s critical angle of attack while maneuvering in a steep turn at low altitude, which resulted in an aerodynamic stall.",40.229999,-112.019996,154,25,Pilot Error,US,US,UT
FTW98LA106,Accident,1998-01-24 14:15:00.000000 +00:00,Substantial,the pilot's improper flare and improper recovery from a bounced landing.,36.599422,-105.4505,72,11,Pilot Error,US,US,NM
SEA96LA188,Accident,1996-08-12 08:35:00.000000 +00:00,Substantial,"slippage of the drive belts, while hover taxiing in ground effect, which resulted in loss of power to the rotor system; and inadequate remedial action by the pilot, which led to a roll over during touch down (forced landing).  A factor relating to the accident was: inadequate maintenance and/or inspection of the drive belts.",45.850822,-119.209999,326,54,Maintenance / Inspection Issues,US,US,OR
GAA19CA012,Accident,2018-10-07 18:20:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control during landing.,37.596111,-93.347778,67,9,Pilot Error,US,US,MO
LAX06LA175,Accident,2006-05-18 11:20:00.000000 +00:00,Substantial,Fuel starvation due to the pilot's inaccurate fuel consumption calculations and inadequate fuel system management.,40.51472,-122.300003,114,15,Pilot Error,US,US,CA
NYC07LA227,Accident,2007-09-14 10:49:00.000000 +00:00,Substantial,The total failure of the left brake disc due to corrosion.,39.990276,-75.581947,58,11,Maintenance / Inspection Issues,US,US,PA
CHI96LA218,Accident,1996-06-10 20:20:00.000000 +00:00,Substantial,"the pilot's inadequate preflight procedure.  Factors were fuel exhaustion, a leak in the fuel filtering system, and high vegetation.",39.689178,-96.740859,132,19,Pilot Error,US,US,KS
MIA02LA099,Accident,2002-05-26 15:30:00.000000 +00:00,Substantial,"The pilot's failure to maintain directional control during initial climb after takeoff, resulting in collision with a power pole. A factor in the accident was the flight's encounter with a downdraft condition during initial climb.",34.825553,-84.762779,230,35,Pilot Error,US,US,GA
LAX95LA329,Accident,1995-09-08 15:30:00.000000 +00:00,Destroyed,"the pilot's inadequate compensation for the existing crosswind condition, and his failure to maintain an adequate airspeed during the attempted go-around, which led to an inadvertent stall/mush.",37.489421,-120.00048,194,27,Pilot Error,US,US,CA
CHI06LA212,Accident,2006-07-09 17:30:00.000000 +00:00,Substantial,The pilot's failure to maintain control of the airplane during the landing.  A factor associated with the accident was the gusty tailwind that prevailed.,47.211112,-93.509719,153,24,Pilot Error,US,US,MN
LAX00FA134,Accident,2000-03-24 13:48:00.000000 +00:00,Substantial,The pilot's in-flight loss of control for undetermined reasons.,34.118057,-117.383613,63,9,Pilot Error,US,US,CA
CEN13LA330,Accident,2013-06-01 11:25:00.000000 +00:00,Substantial,"The pilot’s improper reselection of the left fuel tank, which had an obstructed vent system and resulted in a total loss of engine power during the approach for landing.",44.843612,-87.421669,169,29,Pilot Error,US,US,WI
FTW90DPG05,Accident,1990-07-26 17:00:00.000000 +00:00,Destroyed,THE PILOT'S CONTINUED OPERATION WITH A KNOWN MALFUNCTIONING ENGINE.,35.049678,-91.120376,67,9,Pilot Error,US,US,AR
ATL06CA056,Accident,2006-03-29 15:45:00.000000 +00:00,Substantial,"The pilot's failure to maintain directional control during a crosswind landing resulting in the airplane veering to the right, colliding with a runway light, and  subsequent nose over.",34.741943,-80.345001,184,28,Pilot Error,US,US,SC
LAX99FA106,Accident,1999-02-19 17:52:00.000000 +00:00,Destroyed,An in-flight fuel fire in the left forward doorpost due to an electrical arc from an adjacent map light switch puncturing a main fuel feed line.  The manufacturer's inadequate design in routing the fuel line in close proximity to electrical arc sources in the doorpost is causal.  A factor in the accident is the probable failure of the doorpost internal component configuration to conform to original design specifications due to aircraft aging issues.,34.079895,-118.029273,453,73,Mechanical Failure,US,US,CA
CHI00LA172,Accident,2000-06-26 19:20:00.000000 +00:00,Substantial,"the CFI delayed initiating a go-around during the landing. Factors associated with the accident were the student pilot's inadequate handling of the airplane, the crosswind condition, and the soft terrain on which the airplane touched down.",42.329341,-83.480766,239,36,Pilot Error,US,US,MI
ANC21LA093,Accident,2021-09-17 15:30:00.000000 +00:00,Substantial,"A separation of the rudder cable from the rudder pedal due to the connecting bolt detaching for undetermined reasons, which resulted in a loss of directional control.",68.050258,-149.56688,166,27,Mechanical Failure,US,US,AK
NYC08CA267,Accident,2008-08-03 14:15:00.000000 +00:00,Substantial,The student pilot's improper maneuvering at low altitude.,36.856109,-76.681945,57,8,Pilot Error,US,US,VA
WPR10CA152,Accident,2010-03-06 17:00:00.000000 +00:00,Substantial,The pilot's inadequate compensation for the crosswind gusts and failure to maintain directional control during landing.,34.213611,-119.094169,119,16,Pilot Error,US,US,CA
ATL93LA018,Accident,1992-10-27 21:00:00.000000 +00:00,Substantial,THE PILOT'S IMPROPER MANAGEMENT OF THE FUEL SYSTEM.,36.329639,-82.360214,51,8,Pilot Error,US,US,TN
FTW92DRD03,Accident,1992-06-15 11:40:00.000000 +00:00,Substantial,THE PILOT'S FAILURE TO LOWER FLAPS TO THE TAKEOFF POSITION.,30.020528,-92.500434,59,10,Pilot Error,US,US,LA
FTW89FA166,Accident,1989-09-16 08:55:00.000000 +00:00,Destroyed,THE INADEQUATE PREFLIGHT PLANNING PREPARATION & THE IMPROPER INFLIGHT PLANNING/DECISION BY THE PIC WHEN HE FAILED TO REFUEL THE AIRCRAFT WHICH RESULTED IN A TOTAL LOSS OF POWER IN BOTH ENGINES.,29.649559,-95.279792,193,31,Pilot Error,US,US,TX
ANC92LA077,Accident,1992-05-23 16:20:00.000000 +00:00,Substantial,THE PILOT'S INADVERTENT DEACTIVATION OF THE ENGINE'S FUEL SUPPLY BY SWITCHING OFF THE FUEL SHUT OFF.  FACTOR RELATED TO THE ACCIDENT WAS THE SOFT MUD IN THE FORCED LANDING AREA.,55.919486,-159.490966,177,30,Pilot Error,US,US,AK
NYC93LA039,Accident,1992-12-06 15:30:00.000000 +00:00,Substantial,"THE PILOT ATTEMPTED TO TAKE OFF ON ROUGH UNEVEN TERRAIN AND COULD NOT ATTAIN ROTATION SPEED, WHICH RESULTED IN THE AIRPLANE STRIKING A TREE DURING THE GROUND RUN.  A FACTOR IN THIS ACCIDENT WAS INADEQUATE PRE FLIGHT PLANNING.",36.859447,-77.880439,225,38,Pilot Error,US,US,VA
SEA05CA086,Accident,2005-04-25 09:40:00.000000 +00:00,Substantial,"The pilot's failure to maintain clearance from an object while maneuvering, which resulted in the main rotor blades striking a power pole.  The power pole was a factor in the accident.",46.516944,-117.077224,184,31,Pilot Error,US,US,WA
LAX07CA044,Accident,2006-11-22 19:55:00.000000 +00:00,Substantial,the pilot's inadequate compensation for the crosswind condition and failure to maintain directional control during landing. A factor was the crosswind.,34.136943,-109.316665,151,21,Pilot Error,US,US,AZ
WPR19LA228,Accident,2019-08-09 08:45:00.000000 +00:00,Minor,A loss of control following an adverse wind encounter.,38.258056,-121.375,54,9,Weather / Environmental Factors,US,US,CA
MIA05LA012,Accident,2004-10-24 08:20:00.000000 +00:00,Substantial,The pilot's failure to properly set flaps for takeoff which resulted in the aborted takeoff and subsequent impact with water during an overrun of the runway and seawall.,27.461389,-82.453613,169,28,Pilot Error,US,US,FL
ERA13CA182,Accident,2013-02-23 13:00:00.000000 +00:00,Substantial,The pilot’s failure to secure the airplane before moving the propeller to assist the engine start.,27.071388,-82.440277,98,16,Pilot Error,US,US,FL
CEN20TA025,Accident,2019-11-25 17:10:00.000000 +00:00,Substantial,"The pilot's hard, bounced landing and the flight instructor's delayed remedial action, which resulted in a fracture of the nose landing gear mounting structure.",33.094165,-94.961387,160,24,Pilot Error,US,US,TX
CEN11CA664,Accident,2011-09-24 13:30:00.000000 +00:00,"Substantial,Substantial",The pilot’s failure to maintain visual contact while taxiing.,29.604444,-95.155281,61,9,Pilot Error,US,US,TX
ERA17LA071,Accident,2016-12-19 15:00:00.000000 +00:00,Substantial,"Unknown maintenance personnel’s improper routing of electrical wires in the engine compartment, which resulted in chafing and a subsequent in-flight fire.",27.87,-80.557777,154,21,Maintenance / Inspection Issues,US,US,FL
CHI92IA079,Incident,1992-01-26 19:28:00.000000 +00:00,Minor,A FATIGUE FAILURE OF A FUEL SYSTEM LINE FITTING DURING CRUISE FLIGHT.,42.790321,-84.589576,69,12,Mechanical Failure,US,US,MI
CEN25LA016,Accident,2024-10-10 14:24:00.000000 +00:00,Substantial,The flight instructor’s inability to confirm landing gear position before landing due to the sun glare which resulted in gear up landing. Contributing to the accident was an undetected tripped circuit breaker for the landing gear and the inoperative gear warning horn.,37.245661,-93.388627,268,42,Pilot Error,US,US,MO
ERA14CA250,Accident,2014-05-21 15:00:00.000000 +00:00,Substantial,"The pilot's failure to maintain proper airspeed while on approach, and his subsequent failure to recover from a bounced landing, which resulted in a hard landing.",41.200279,-74.623054,162,26,Pilot Error,US,US,NJ
SEA07GA112,Accident,2007-04-25 12:17:00.000000 +00:00,Substantial,"The pilot's failure to maintain aircraft control while maneuvering, which resulted in an inadvertent stall/spin and subsequent impact with the ground.  A factor was the gusty tailwind condition.",26.795833,-98.163887,194,28,Pilot Error,US,US,TX
CEN09LA051,Accident,2008-11-05 10:45:00.000000 +00:00,Substantial,A total loss of engine power due to an obstruction of airflow as a result of the pilot's inadvertent actuation of the landing brake.,38.040241,-93.690582,132,24,Pilot Error,US,US,MO
WPR09LA245,Accident,2009-05-16 16:30:00.000000 +00:00,Substantial,A partial loss of engine power due to low compression from an obstructed intake valve. Contributing to the accident was the pilot’s decision to shut down the engine while in flight.,34.134166,-115.118888,181,31,Mechanical Failure,US,US,CA
CEN13LA365,Accident,2013-06-19 14:18:00.000000 +00:00,Substantial,"The pilot’s failure to follow the airplane checklist, which resulted in the parking brake not being released before taxi and a subsequent brake fire.",42.789989,-84.589958,149,24,Pilot Error,US,US,MI
ATL05CA151,Accident,2005-08-22 16:15:00.000000 +00:00,Substantial,"The loss of engine power due to the pilot's failure to use carburetor heat, which resulted in the formation of carburetor ice.",33.819797,-78.670684,126,22,Pilot Error,US,US,SC
CHI92LA007,Accident,1991-10-14 06:15:00.000000 +00:00,Substantial,THE PILOT IN COMMAND'S NOT MAINTAINING DIRECTIONAL CONTROL AND NOT PERFORMING AN ABORTED TAKEOFF. WINDSHEAR WAS A FACTOR RELATING TO THE ACCIDENT.,41.970104,-95.459213,146,22,Pilot Error,US,US,IA
WPR24LA111,Accident,2024-03-14 11:48:00.000000 +00:00,Substantial,The pilot’s failure to maintain directional control in a gusting wind condition.,39.222988,-121.00515,80,12,Pilot Error,US,US,CA
CEN10IA438,Incident,2010-07-26 14:42:00.000000 +00:00,Minor,The loss of main rotor rpm during takeoff for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies.,31.170183,-91.868186,172,28,Other,US,US,LA
WPR11FA052,Accident,2010-11-17 16:53:00.000000 +00:00,Substantial,"The failure of the flight crew to stop the airplane on the runway due to the flying pilot’s failure to attain the proper touchdown point. Contributing to the accident was an anti-skid system that was not performing optimally, which allowed the airplane to encounter reverted rubber hydroplaning, and the company-developed quick reference landing distance chart that did not provide correction factors related to tailwind conditions.",45.551109,-122.96083,432,65,Pilot Error,US,US,OR
CHI07CA264,Accident,2007-08-10 17:00:00.000000 +00:00,Substantial,The loss of engine power due to fuel starvation as a result of the pilot's inadequate preflight.  The false indication of the fuel remaining in the fuel tanks and the corn crop were factors.,43.718334,-96.429168,190,34,Pilot Error,US,US,MN
WPR22LA149,Accident,2022-04-08 15:30:00.000000 +00:00,Substantial,"The pilot/owner and maintenance personnel’s improper installation of the right wing’s aft lift strut to the right wing, which resulted in a loss of lift during takeoff, an uncommanded right roll, and an impact with terrain.",32.633372,-116.89031,223,36,Maintenance / Inspection Issues,US,US,CA
CEN09LA171,Accident,2009-02-22 14:00:00.000000 +00:00,Substantial,A loss of engine power due to fuel starvation as a result of the pilot's inadequate fuel management.,38.945556,-104.569725,100,18,Pilot Error,US,US,CO
CEN16LA266,Accident,2016-07-15 19:00:00.000000 +00:00,Substantial,The loss of aircraft control for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,37.993057,-97.106666,175,26,Other,US,US,KS
FTW90FA120,Accident,1990-06-17 13:44:00.000000 +00:00,Substantial,"FAILURE OF THE PILOT TO RECOVER FROM THE AEROBATIC MANEUVER AND SUBSEQUENT STALL/SPIN, DUE TO INADEQUATE ALTITUDE. FATIGUE MAY HAVE BEEN A RELATED FACTOR.",35.38956,-97.580757,154,24,Pilot Error,US,US,OK
ANC98LA058,Accident,1998-05-27 14:10:00.000000 +00:00,Substantial,A loss of engine power due to a failure of the engine's number 3 intake valve.  A factor in the accident was the unsuitable terrain for a forced landing.,63.699028,-144.890548,153,29,Mechanical Failure,US,US,AK
WPR18LA020,Accident,2017-10-30 11:50:00.000000 +00:00,Substantial,A total loss of engine power for undetermined reasons.,48.04972,-122.796669,54,9,Mechanical Failure,US,US,WA
ERA11CA092,Accident,2010-11-29 15:15:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control during takeoff due to his abrupt advancing of the throttle.,42.861946,-78.716392,111,17,Pilot Error,US,US,NY
WPR20LA331,Accident,2020-09-09 11:00:00.000000 +00:00,Destroyed,The pilot's failure to maintain clearance from a tree while conducting an external load operation.,46.281154,-121.42271,98,15,Pilot Error,US,US,WA
LAX06CA119,Accident,2006-02-16 19:00:00.000000 +00:00,Substantial,the flight instructor's failure to perform the before landing checklist and extend the landing gear prior to touchdown.  A contributing factor was the pilot's diverted attention with another airplane that had departed from the opposite runway.,35.259445,-113.938056,243,36,Pilot Error,US,US,AZ
DEN90LA036,Accident,1989-12-28 13:15:00.000000 +00:00,Substantial,"FAILURE OF THE PILOT TO MAINTAIN DIRECTIONAL CONTROL, WHICH RESULTED IN AN INADVERTENT GROUND SWERVE.  THE SNOWBANK WAS A RELATED FACTOR.",39.830444,-105.060691,137,21,Pilot Error,US,US,CO
CHI97LA121,Accident,1997-05-05 17:00:00.000000 +00:00,Substantial,the pilot-in-command's inadequate compensation for the wind conditions.  A factor associated with the accident was the gusty crosswind condition.,42.130867,-87.920288,145,19,Pilot Error,US,US,IL
ERA24LA095,Accident,2024-01-21 19:15:00.000000 +00:00,Substantial,"The disruption of torque to the No 4 connecting rod journals, which resulted in a spun bearing and the subsequent total loss of engine power.",36.336353,-88.383129,141,25,Mechanical Failure,US,US,TN
GAA17CA202,Accident,2017-03-25 14:00:00.000000 +00:00,Substantial,"The pilot's decision to maneuver the airplane over mountainous terrain in high-density altitude conditions, which resulted in the airplane’s inability to maintain altitude or establish a climb.",43.846942,-113.684722,193,27,Pilot Error,US,US,ID
FTW00LA261,Accident,2000-09-16 13:00:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control of the airplane while landing.  A factor was the crosswind.,30.759292,-98.220985,111,17,Pilot Error,US,US,TX
CHI91LA167,Accident,1991-05-28 00:24:00.000000 +00:00,Substantial,THE PILOT IN COMMAND'S IMPROPER PRE FLIGHT PLANNING AND PREPARATION. FACTORS CONTRIBUTING TO THIS ACCIDENT WERE THE PILOT IN COMMAND'S LACK OF FAMILIARITY WITH THE AIRPLANE AND IMPROPER FUEL CONSUMPTION CALCULATIONS.,44.81034,-92.920288,216,31,Pilot Error,US,US,MN
GAA15LA281,Accident,2015-09-14 13:30:00.000000 +00:00,Substantial,A loss of directional control during a water takeoff for reasons that could not be determined because the airplane was not examined due to the remote accident location.,63.83361,-154.768051,168,28,Other,US,US,AK
ANC08LA040,Accident,2008-03-04 17:30:00.000000 +00:00,Substantial,"The pilot's inadequate compensation for wind conditions, and an inadvertent  loss of tail rotor effectiveness while maneuvering. A factor contributing to the accident was wind gusts.",62.299999,-153.316665,182,26,Pilot Error,US,US,AK
LAX98LA117,Accident,1998-03-15 19:45:00.000000 +00:00,Substantial,The pilot's misjudged landing flare which led to an uncontrolled porpoise and eventual collapse of the landing gear.,34.18983,-118.490165,116,18,Pilot Error,US,US,CA
LAX03CA274,Accident,2003-09-01 17:20:00.000000 +00:00,Substantial,the student pilot's inappropriate remedial action through the application of excessive aft cyclic during a run-on landing.  A factor in the accident was the student's disregard for company procedures.,33.974723,-117.636665,200,29,Pilot Error,US,US,CA
DFW05CA207,Accident,2005-08-09 17:55:00.000000 +00:00,Substantial,The loss of engine power due to the failure of the #1 cylinder head.  A contributing factor was the lack of suitable terrain for the forced landing.,36.401668,-90.64167,148,27,Mechanical Failure,US,US,AR
DFW08CA124,Accident,2008-04-20 09:15:00.000000 +00:00,Substantial,The pilot's failure to maintain control of the airplane on landing.  A factor was the crosswind and wind gusts.,39.52222,-107.722778,111,19,Pilot Error,US,US,CO
MIA02FA106,Accident,2002-06-03 21:30:00.000000 +00:00,Substantial,The pilot's intentional operation of the helicopter while impaired by alcohol and a drug (zolpidem) resulting in the in-flight collision with a house.,28.047222,-82.405555,150,23,Pilot Error,US,US,FL
MIA08CA112,Accident,2008-06-05 19:00:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control of the airplane during takeoff roll.,34.906387,-78.573059,88,13,Pilot Error,US,US,NC
ERA10LA146,Accident,2010-02-18 16:00:00.000000 +00:00,Substantial,A total loss of engine power during the initial climb after takeoff for undetermined reasons.,35.235832,-79.38639,93,15,Other,US,US,NC
DEN05LA099,Accident,2005-06-24 10:00:00.000000 +00:00,Substantial,the inflight collision with a bird(s).,35.599796,-106.109092,38,6,Other,US,US,NM
CHI91LA018,Accident,1990-10-28 15:00:00.000000 +00:00,Substantial,A STALL/SPIN ENCOUNTERED DUE TO AN IMPROPER GO-AROUND.,39.7896,-85.769096,54,8,Pilot Error,US,US,IN
NYC05CA135,Accident,2005-08-21 11:40:00.000000 +00:00,Substantial,"The pilot's inadequate compensation for wind conditions, which resulted in the airplane impacting the ground.  A factor in the accident was the downdraft wind condition, as reported by the pilot.",42.049999,-75.300834,195,30,Pilot Error,US,US,NY
ATL03FA052,Accident,2003-03-01 20:30:00.000000 +00:00,Substantial,The pilots failure to maintain control of the aircraft due to spatial disorientation. A factor was low clouds.,36.427501,-80.558052,110,18,Pilot Error,US,US,NC
